text,label
Work from home and earn INR 866/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/9730,spam
Your account is suspended. Verify at http://bit.ly/9800 immediately.,spam
Your account has been credited with INR 5304. A/c no: XXXX9126.,ham
Get a loan of up to INR 5633 instantly. No documents needed!,spam
Limited time deal on electronics. Shop now: http://bit.ly/3630,spam
You’ve been selected for a special gift. Click: http://bit.ly/5783,spam
Exclusive offer! Get 33% off on all items. Hurry!,spam
You’ve been selected for a special gift. Click: http://bit.ly/4866,spam
Thanks for your payment of INR 2878.,ham
Your OTP for Amazon is 876997. Do not share it.,ham
Your account is suspended. Verify at http://bit.ly/9316 immediately.,spam
Your Flipkart return request has been approved.,ham
Happy birthday! Wishing you a great year ahead.,ham
Thanks for your payment of INR 9142.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2598,spam
Thanks for your payment of INR 5097.,ham
Claim your reward now! Visit http://bit.ly/1113,spam
Thanks for your payment of INR 667.,ham
Happy birthday! Wishing you a great year ahead.,ham
Work from home and earn INR 6466/week. Join today!,spam
Electricity bill of INR 2328 is due on 7 May 2025.,ham
Meeting rescheduled to 6:54 PM tomorrow.,ham
Your OTP for Amazon is 275535. Do not share it.,ham
Free recharge worth INR 9090. Click to get it: http://bit.ly/3073,spam
Meeting rescheduled to 11:27 PM tomorrow.,ham
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 6009. Click to get it: http://bit.ly/4182,spam
Get a loan of up to INR 4564 instantly. No documents needed!,spam
Meeting rescheduled to 5:36 PM tomorrow.,ham
Free recharge worth INR 7284. Click to get it: http://bit.ly/4620,spam
Your Jio plan has been activated. Valid till 8 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 8941. A/c no: XXXX9712.,ham
Your account has been credited with INR 5276. A/c no: XXXX2335.,ham
Your account has been credited with INR 2934. A/c no: XXXX6830.,ham
Your Flipkart return request has been approved.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 9:55 AM tomorrow.,ham
Meeting rescheduled to 3:30 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 6891. A/c no: XXXX5939.,ham
Your Zomato order #370941 is out for delivery.,ham
Your Zomato order #232288 is out for delivery.,ham
Claim your reward now! Visit http://bit.ly/5463,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4290,spam
You’ve been selected for a special gift. Click: http://bit.ly/1386,spam
Your Jio plan has been activated. Valid till 26 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/4593,spam
Get a loan of up to INR 7407 instantly. No documents needed!,spam
Your account has been credited with INR 3179. A/c no: XXXX7881.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5264,spam
Get a loan of up to INR 3405 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/8417 immediately.,spam
Your Zomato order #242390 is out for delivery.,ham
Free recharge worth INR 5400. Click to get it: http://bit.ly/4098,spam
Exclusive offer! Get 45% off on all items. Hurry!,spam
Exclusive offer! Get 21% off on all items. Hurry!,spam
Thanks for your payment of INR 1181.,ham
Your OTP for Amazon is 102404. Do not share it.,ham
Your Jio plan has been activated. Valid till 26 May 2025.,ham
Your Zomato order #531389 is out for delivery.,ham
Thanks for your payment of INR 8565.,ham
Get a loan of up to INR 605 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2086,spam
Your account has been credited with INR 6786. A/c no: XXXX4367.,ham
Get a loan of up to INR 4091 instantly. No documents needed!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1391,spam
Your account is suspended. Verify at http://bit.ly/8465 immediately.,spam
Work from home and earn INR 7740/week. Join today!,spam
Your Jio plan has been activated. Valid till 20 May 2025.,ham
Meeting rescheduled to 12:23 AM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4885,spam
Meeting rescheduled to 11:41 AM tomorrow.,ham
Meeting rescheduled to 12:32 PM tomorrow.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1657,spam
Meeting rescheduled to 9:40 PM tomorrow.,ham
Free recharge worth INR 4384. Click to get it: http://bit.ly/5731,spam
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 9975.,ham
Limited time deal on electronics. Shop now: http://bit.ly/4458,spam
Exclusive offer! Get 48% off on all items. Hurry!,spam
Your OTP for Amazon is 349890. Do not share it.,ham
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/8223,spam
Claim your reward now! Visit http://bit.ly/3047,spam
Claim your reward now! Visit http://bit.ly/9701,spam
Your Jio plan has been activated. Valid till 3 May 2025.,ham
Your account has been credited with INR 7052. A/c no: XXXX7268.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/6358,spam
Your Zomato order #311520 is out for delivery.,ham
Your OTP for Amazon is 616057. Do not share it.,ham
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 567 instantly. No documents needed!,spam
Your Jio plan has been activated. Valid till 28 May 2025.,ham
Exclusive offer! Get 59% off on all items. Hurry!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9511,spam
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 888866. Do not share it.,ham
Electricity bill of INR 2003 is due on 3 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/9202,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7085,spam
Thanks for your payment of INR 3450.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 10:59 PM tomorrow.,ham
Thanks for your payment of INR 8291.,ham
Your Zomato order #144708 is out for delivery.,ham
Your account is suspended. Verify at http://bit.ly/3287 immediately.,spam
Get a loan of up to INR 2015 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/1724,spam
Claim your reward now! Visit http://bit.ly/9345,spam
"Hey, are we still on for dinner at 7?",ham
Claim your reward now! Visit http://bit.ly/4970,spam
Your OTP for Amazon is 947544. Do not share it.,ham
Thanks for your payment of INR 9012.,ham
Free recharge worth INR 3980. Click to get it: http://bit.ly/6364,spam
"Hey, are we still on for dinner at 7?",ham
Claim your reward now! Visit http://bit.ly/3838,spam
Work from home and earn INR 1286/week. Join today!,spam
Your Zomato order #403559 is out for delivery.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 4986 is due on 14 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7076,spam
Your Jio plan has been activated. Valid till 25 May 2025.,ham
Your Zomato order #750922 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account is suspended. Verify at http://bit.ly/1153 immediately.,spam
Thanks for your payment of INR 9889.,ham
Your account has been credited with INR 8971. A/c no: XXXX2023.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7356,spam
Your Zomato order #641635 is out for delivery.,ham
Electricity bill of INR 2669 is due on 23 May 2025.,ham
Work from home and earn INR 528/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/1762,spam
Thanks for your payment of INR 7891.,ham
Limited time deal on electronics. Shop now: http://bit.ly/1397,spam
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
Your account has been credited with INR 8208. A/c no: XXXX9694.,ham
Your Jio plan has been activated. Valid till 12 May 2025.,ham
Your Jio plan has been activated. Valid till 22 May 2025.,ham
Thanks for your payment of INR 7142.,ham
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 25 May 2025.,ham
Electricity bill of INR 3390 is due on 3 May 2025.,ham
Claim your reward now! Visit http://bit.ly/9759,spam
Free recharge worth INR 7765. Click to get it: http://bit.ly/2696,spam
Your OTP for Amazon is 208584. Do not share it.,ham
Your account has been credited with INR 9922. A/c no: XXXX9352.,ham
Your Jio plan has been activated. Valid till 10 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1895,spam
Get a loan of up to INR 3110 instantly. No documents needed!,spam
Meeting rescheduled to 5:22 PM tomorrow.,ham
Your Zomato order #645484 is out for delivery.,ham
Work from home and earn INR 8785/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Claim your reward now! Visit http://bit.ly/6971,spam
Your Jio plan has been activated. Valid till 17 May 2025.,ham
Your Jio plan has been activated. Valid till 21 May 2025.,ham
Exclusive offer! Get 60% off on all items. Hurry!,spam
Electricity bill of INR 9839 is due on 19 May 2025.,ham
Electricity bill of INR 6489 is due on 7 May 2025.,ham
Claim your reward now! Visit http://bit.ly/8598,spam
Happy birthday! Wishing you a great year ahead.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7836,spam
Your ATM card will be blocked. Update details now: http://bit.ly/6841,spam
Your OTP for Amazon is 410832. Do not share it.,ham
Thanks for your payment of INR 5424.,ham
Your Flipkart return request has been approved.,ham
Free recharge worth INR 544. Click to get it: http://bit.ly/2711,spam
Your OTP for Amazon is 742277. Do not share it.,ham
Thanks for your payment of INR 4057.,ham
Thanks for your payment of INR 3025.,ham
Meeting rescheduled to 7:24 AM tomorrow.,ham
Work from home and earn INR 7172/week. Join today!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/4669,spam
Limited time deal on electronics. Shop now: http://bit.ly/4490,spam
Your Jio plan has been activated. Valid till 7 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4447,spam
You’ve been selected for a special gift. Click: http://bit.ly/6315,spam
Limited time deal on electronics. Shop now: http://bit.ly/1753,spam
Electricity bill of INR 9688 is due on 8 May 2025.,ham
Free recharge worth INR 9840. Click to get it: http://bit.ly/5993,spam
Your Zomato order #573776 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1588,spam
Your ATM card will be blocked. Update details now: http://bit.ly/9935,spam
Your ATM card will be blocked. Update details now: http://bit.ly/9825,spam
Your account is suspended. Verify at http://bit.ly/5132 immediately.,spam
Limited time deal on electronics. Shop now: http://bit.ly/4434,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Zomato order #868243 is out for delivery.,ham
Your Zomato order #718052 is out for delivery.,ham
Thanks for your payment of INR 6139.,ham
Your Jio plan has been activated. Valid till 26 May 2025.,ham
Free recharge worth INR 3743. Click to get it: http://bit.ly/5057,spam
Claim your reward now! Visit http://bit.ly/7665,spam
Your account is suspended. Verify at http://bit.ly/1869 immediately.,spam
Claim your reward now! Visit http://bit.ly/2514,spam
Limited time deal on electronics. Shop now: http://bit.ly/8712,spam
Your account has been credited with INR 9989. A/c no: XXXX8941.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 3473 is due on 1 May 2025.,ham
Your Jio plan has been activated. Valid till 21 May 2025.,ham
Your Zomato order #803346 is out for delivery.,ham
Get a loan of up to INR 2555 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 63% off on all items. Hurry!,spam
Thanks for your payment of INR 5756.,ham
Limited time deal on electronics. Shop now: http://bit.ly/9536,spam
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 498 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your account is suspended. Verify at http://bit.ly/3450 immediately.,spam
Meeting rescheduled to 8:35 PM tomorrow.,ham
Your OTP for Amazon is 649878. Do not share it.,ham
Thanks for your payment of INR 402.,ham
Your Jio plan has been activated. Valid till 28 May 2025.,ham
Free recharge worth INR 5849. Click to get it: http://bit.ly/2494,spam
Your Zomato order #203411 is out for delivery.,ham
Electricity bill of INR 1916 is due on 9 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2579,spam
Your account is suspended. Verify at http://bit.ly/2290 immediately.,spam
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Free recharge worth INR 2554. Click to get it: http://bit.ly/3091,spam
Happy birthday! Wishing you a great year ahead.,ham
Your account is suspended. Verify at http://bit.ly/6779 immediately.,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3298,spam
Thanks for your payment of INR 205.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4824,spam
Thanks for your payment of INR 1704.,ham
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Claim your reward now! Visit http://bit.ly/5434,spam
Your Zomato order #974523 is out for delivery.,ham
Meeting rescheduled to 11:36 PM tomorrow.,ham
Your OTP for Amazon is 697725. Do not share it.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5436,spam
Get a loan of up to INR 5622 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/8366,spam
Meeting rescheduled to 9:56 PM tomorrow.,ham
Meeting rescheduled to 10:03 AM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7064,spam
Get a loan of up to INR 6987 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/1296 immediately.,spam
Your ATM card will be blocked. Update details now: http://bit.ly/2396,spam
Your account is suspended. Verify at http://bit.ly/4879 immediately.,spam
Work from home and earn INR 4452/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
You’ve been selected for a special gift. Click: http://bit.ly/9326,spam
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 20 May 2025.,ham
Your Zomato order #921434 is out for delivery.,ham
Your Zomato order #635267 is out for delivery.,ham
Claim your reward now! Visit http://bit.ly/6367,spam
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Thanks for your payment of INR 2475.,ham
Your account is suspended. Verify at http://bit.ly/8340 immediately.,spam
Your account is suspended. Verify at http://bit.ly/2691 immediately.,spam
Get a loan of up to INR 7000 instantly. No documents needed!,spam
Limited time deal on electronics. Shop now: http://bit.ly/2375,spam
Your Zomato order #549557 is out for delivery.,ham
Work from home and earn INR 4943/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Thanks for your payment of INR 7832.,ham
Get a loan of up to INR 6650 instantly. No documents needed!,spam
Free recharge worth INR 9579. Click to get it: http://bit.ly/9749,spam
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 9:44 PM tomorrow.,ham
Meeting rescheduled to 11:33 AM tomorrow.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4189,spam
"Hey, are we still on for dinner at 7?",ham
Your Zomato order #562214 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account is suspended. Verify at http://bit.ly/1242 immediately.,spam
Your OTP for Amazon is 173935. Do not share it.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4686,spam
You’ve been selected for a special gift. Click: http://bit.ly/7381,spam
Work from home and earn INR 4513/week. Join today!,spam
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Your Zomato order #275833 is out for delivery.,ham
Thanks for your payment of INR 3842.,ham
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 2777 instantly. No documents needed!,spam
Your Jio plan has been activated. Valid till 25 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/2483,spam
Your Flipkart return request has been approved.,ham
Free recharge worth INR 1771. Click to get it: http://bit.ly/6284,spam
Your account is suspended. Verify at http://bit.ly/2382 immediately.,spam
Free recharge worth INR 3349. Click to get it: http://bit.ly/6926,spam
Your Jio plan has been activated. Valid till 13 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 2464 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/3789,spam
Limited time deal on electronics. Shop now: http://bit.ly/9140,spam
Your Zomato order #660354 is out for delivery.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4950,spam
Get a loan of up to INR 9854 instantly. No documents needed!,spam
Exclusive offer! Get 57% off on all items. Hurry!,spam
You’ve been selected for a special gift. Click: http://bit.ly/2263,spam
Meeting rescheduled to 5:23 PM tomorrow.,ham
Get a loan of up to INR 3611 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your account has been credited with INR 3115. A/c no: XXXX1944.,ham
Your OTP for Amazon is 485239. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Free recharge worth INR 1691. Click to get it: http://bit.ly/1262,spam
Your Jio plan has been activated. Valid till 26 May 2025.,ham
Exclusive offer! Get 10% off on all items. Hurry!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9074,spam
Your OTP for Amazon is 224985. Do not share it.,ham
Work from home and earn INR 6064/week. Join today!,spam
Electricity bill of INR 1347 is due on 28 May 2025.,ham
Your Jio plan has been activated. Valid till 5 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/8054,spam
Free recharge worth INR 5721. Click to get it: http://bit.ly/6702,spam
Free recharge worth INR 6490. Click to get it: http://bit.ly/6675,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Zomato order #816310 is out for delivery.,ham
Exclusive offer! Get 59% off on all items. Hurry!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/4976,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Zomato order #778601 is out for delivery.,ham
Work from home and earn INR 1270/week. Join today!,spam
Meeting rescheduled to 7:52 PM tomorrow.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5193,spam
Free recharge worth INR 5077. Click to get it: http://bit.ly/9715,spam
Free recharge worth INR 4324. Click to get it: http://bit.ly/9123,spam
Your account has been credited with INR 4063. A/c no: XXXX2585.,ham
Your account has been credited with INR 9300. A/c no: XXXX8341.,ham
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/2368 immediately.,spam
Your Jio plan has been activated. Valid till 24 May 2025.,ham
Your OTP for Amazon is 210308. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 758765. Do not share it.,ham
Thanks for your payment of INR 7187.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5674,spam
Your Jio plan has been activated. Valid till 21 May 2025.,ham
Get a loan of up to INR 8908 instantly. No documents needed!,spam
Claim your reward now! Visit http://bit.ly/2767,spam
Happy birthday! Wishing you a great year ahead.,ham
Claim your reward now! Visit http://bit.ly/8078,spam
Your OTP for Amazon is 542025. Do not share it.,ham
Work from home and earn INR 2256/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 2642 is due on 14 May 2025.,ham
Get a loan of up to INR 8850 instantly. No documents needed!,spam
Your Zomato order #290493 is out for delivery.,ham
Meeting rescheduled to 6:23 AM tomorrow.,ham
Meeting rescheduled to 5:34 AM tomorrow.,ham
Thanks for your payment of INR 2075.,ham
Meeting rescheduled to 9:15 AM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/6871,spam
You’ve been selected for a special gift. Click: http://bit.ly/1743,spam
Thanks for your payment of INR 9799.,ham
Work from home and earn INR 9135/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 187766. Do not share it.,ham
Claim your reward now! Visit http://bit.ly/8616,spam
Thanks for your payment of INR 8910.,ham
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/1711 immediately.,spam
Exclusive offer! Get 69% off on all items. Hurry!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/4087,spam
Limited time deal on electronics. Shop now: http://bit.ly/7524,spam
Work from home and earn INR 5059/week. Join today!,spam
Work from home and earn INR 6729/week. Join today!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/5781,spam
Your OTP for Amazon is 766304. Do not share it.,ham
Meeting rescheduled to 9:36 AM tomorrow.,ham
Your OTP for Amazon is 644877. Do not share it.,ham
Your Zomato order #585057 is out for delivery.,ham
Free recharge worth INR 5913. Click to get it: http://bit.ly/9260,spam
Your account is suspended. Verify at http://bit.ly/9174 immediately.,spam
You’ve been selected for a special gift. Click: http://bit.ly/3826,spam
Your Jio plan has been activated. Valid till 16 May 2025.,ham
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 5:20 PM tomorrow.,ham
Your Zomato order #682210 is out for delivery.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4677,spam
"Hey, are we still on for dinner at 7?",ham
Your Zomato order #336983 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 6342. A/c no: XXXX6121.,ham
Work from home and earn INR 6941/week. Join today!,spam
Thanks for your payment of INR 7563.,ham
Get a loan of up to INR 6490 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/7057 immediately.,spam
Claim your reward now! Visit http://bit.ly/7804,spam
Thanks for your payment of INR 2176.,ham
Meeting rescheduled to 5:41 PM tomorrow.,ham
Your OTP for Amazon is 295374. Do not share it.,ham
Electricity bill of INR 7574 is due on 7 May 2025.,ham
Thanks for your payment of INR 777.,ham
Exclusive offer! Get 75% off on all items. Hurry!,spam
Your OTP for Amazon is 839603. Do not share it.,ham
Your account is suspended. Verify at http://bit.ly/1925 immediately.,spam
Meeting rescheduled to 11:26 AM tomorrow.,ham
Thanks for your payment of INR 3133.,ham
Work from home and earn INR 921/week. Join today!,spam
Free recharge worth INR 2943. Click to get it: http://bit.ly/4564,spam
Your Jio plan has been activated. Valid till 12 May 2025.,ham
Claim your reward now! Visit http://bit.ly/3272,spam
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 4239.,ham
Get a loan of up to INR 8979 instantly. No documents needed!,spam
Electricity bill of INR 1040 is due on 6 May 2025.,ham
Your account has been credited with INR 5760. A/c no: XXXX9410.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 3942 is due on 24 May 2025.,ham
Free recharge worth INR 1880. Click to get it: http://bit.ly/3729,spam
Your Zomato order #390048 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 3465.,ham
Electricity bill of INR 2497 is due on 18 May 2025.,ham
Claim your reward now! Visit http://bit.ly/2612,spam
Electricity bill of INR 5262 is due on 24 May 2025.,ham
Work from home and earn INR 4364/week. Join today!,spam
Your OTP for Amazon is 132922. Do not share it.,ham
Thanks for your payment of INR 8445.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3200,spam
Exclusive offer! Get 56% off on all items. Hurry!,spam
Electricity bill of INR 4996 is due on 5 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Work from home and earn INR 1110/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Happy birthday! Wishing you a great year ahead.,ham
Claim your reward now! Visit http://bit.ly/5512,spam
Meeting rescheduled to 12:53 AM tomorrow.,ham
Claim your reward now! Visit http://bit.ly/6994,spam
You’ve been selected for a special gift. Click: http://bit.ly/1658,spam
Your OTP for Amazon is 189158. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Exclusive offer! Get 38% off on all items. Hurry!,spam
Thanks for your payment of INR 9857.,ham
Your Flipkart return request has been approved.,ham
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
Your account has been credited with INR 246. A/c no: XXXX1589.,ham
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 9831 instantly. No documents needed!,spam
Your Zomato order #131088 is out for delivery.,ham
Your OTP for Amazon is 551637. Do not share it.,ham
Meeting rescheduled to 2:29 AM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 3:17 AM tomorrow.,ham
Work from home and earn INR 9923/week. Join today!,spam
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 1519 is due on 2 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7412,spam
Thanks for your payment of INR 7875.,ham
"Hey, are we still on for dinner at 7?",ham
Your ATM card will be blocked. Update details now: http://bit.ly/1417,spam
Your Jio plan has been activated. Valid till 15 May 2025.,ham
Get a loan of up to INR 8679 instantly. No documents needed!,spam
Exclusive offer! Get 38% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 2284.,ham
Claim your reward now! Visit http://bit.ly/3585,spam
Your ATM card will be blocked. Update details now: http://bit.ly/5695,spam
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 1182. Click to get it: http://bit.ly/1200,spam
Electricity bill of INR 3475 is due on 27 May 2025.,ham
Meeting rescheduled to 8:44 AM tomorrow.,ham
Work from home and earn INR 9523/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/4031,spam
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 4 May 2025.,ham
Claim your reward now! Visit http://bit.ly/6022,spam
Work from home and earn INR 2438/week. Join today!,spam
Meeting rescheduled to 2:29 PM tomorrow.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/5849,spam
Exclusive offer! Get 88% off on all items. Hurry!,spam
Free recharge worth INR 9445. Click to get it: http://bit.ly/8273,spam
Your account has been credited with INR 5536. A/c no: XXXX7990.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6647,spam
Your OTP for Amazon is 402831. Do not share it.,ham
Free recharge worth INR 2091. Click to get it: http://bit.ly/3961,spam
Thanks for your payment of INR 744.,ham
Electricity bill of INR 143 is due on 6 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/5118,spam
Meeting rescheduled to 3:28 PM tomorrow.,ham
Electricity bill of INR 5380 is due on 1 May 2025.,ham
Free recharge worth INR 6449. Click to get it: http://bit.ly/9360,spam
Meeting rescheduled to 2:04 AM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/4648,spam
Free recharge worth INR 6749. Click to get it: http://bit.ly/8800,spam
Your Flipkart return request has been approved.,ham
You’ve been selected for a special gift. Click: http://bit.ly/6350,spam
Claim your reward now! Visit http://bit.ly/3852,spam
Claim your reward now! Visit http://bit.ly/3677,spam
Limited time deal on electronics. Shop now: http://bit.ly/5409,spam
"Hey, are we still on for dinner at 7?",ham
Your Zomato order #356401 is out for delivery.,ham
Thanks for your payment of INR 7761.,ham
Your Jio plan has been activated. Valid till 19 May 2025.,ham
Your account has been credited with INR 4180. A/c no: XXXX6346.,ham
Your account has been credited with INR 4365. A/c no: XXXX6350.,ham
Thanks for your payment of INR 9528.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7560,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
Electricity bill of INR 8339 is due on 16 May 2025.,ham
Work from home and earn INR 4565/week. Join today!,spam
Meeting rescheduled to 8:57 AM tomorrow.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/2593,spam
Free recharge worth INR 9220. Click to get it: http://bit.ly/5645,spam
You’ve been selected for a special gift. Click: http://bit.ly/1133,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6549,spam
Electricity bill of INR 3624 is due on 28 May 2025.,ham
Your Jio plan has been activated. Valid till 5 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/8776,spam
Exclusive offer! Get 33% off on all items. Hurry!,spam
Work from home and earn INR 7835/week. Join today!,spam
Your account has been credited with INR 6941. A/c no: XXXX1719.,ham
Free recharge worth INR 4225. Click to get it: http://bit.ly/1674,spam
Electricity bill of INR 4607 is due on 21 May 2025.,ham
Work from home and earn INR 1530/week. Join today!,spam
Your Jio plan has been activated. Valid till 13 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 872782. Do not share it.,ham
Your Zomato order #300627 is out for delivery.,ham
Work from home and earn INR 9698/week. Join today!,spam
You’ve been selected for a special gift. Click: http://bit.ly/5652,spam
Work from home and earn INR 8910/week. Join today!,spam
Get a loan of up to INR 9850 instantly. No documents needed!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/3809,spam
Your Zomato order #301800 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
